Cross Lochs,Restored 2006,Restored 2015,Erosion
1.02975833,1.40834212,1.2816211,1.21067345
0.99912065,1.45993781,1.21243298,1.21255565
1.01018047,1.46687269,1.20742977,1.20734239
0.99047017,1.43212461,1.19532061,1.22875905
0.94805098,1.39897251,1.18788576,1.22432172
0.93415958,1.28588617,1.23441744,1.23020995
0.92736918,1.23543632,1.2597822,1.27282608
0.92305642,1.21385992,1.27899981,1.36365509
0.90770876,1.25533986,1.19651914,1.35597157
0.91984928,1.27928221,1.11948383,1.35500169
0.92635655,1.32630849,1.08891833,1.32873583
0.96863812,1.33054078,1.22600162,1.37252033
1.05002141,1.32212579,1.23405886,1.37574685
1.24643683,1.34515476,1.11915123,1.35200036
1.22088492,1.30365002,1.14066517,1.38285208
1.28977489,1.29523039,1.15951705,1.37220883
1.20102131,1.35906315,1.15738404,1.35155952
1.18434727,1.47666621,1.18159819,1.30329776
1.18514419,1.47706366,1.18551481,1.27711809
1.17881894,1.58981597,1.17276502,1.28647482
1.20263624,1.58014071,1.187518,1.29430485
1.22689736,1.41257834,1.18381643,1.29370761
1.19834042,1.25110364,1.16577637,1.28489923
1.19043148,1.21314561,1.16681886,1.28898609
1.18812406,1.2104069,1.17104697,1.31632912
1.18975222,1.2309289,1.19071329,1.3607657
1.20145679,1.22418177,1.21067262,1.31412745
1.21432495,1.2216444,1.20924532,1.30684745
1.18387902,1.22565246,1.22573972,1.30400288
1.17888856,1.21719837,1.26590586,1.3032912
1.17030931,1.1866461,1.22891104,1.30489099
1.18762159,1.1834383,1.25074255,1.30003583
1.19663835,1.18233693,1.26516056,1.28996789
1.23322666,1.18214202,1.28272879,1.3138653
1.23871684,1.17492878,1.2983228,1.30307651
1.23101032,1.17687523,1.27187908,1.27458918
1.24476504,1.18210828,1.22178173,1.26429677
1.26066947,1.18442678,1.21344066,1.24934196
1.28370905,1.17918944,1.20866108,1.2555263
1.26295209,1.18547988,1.19983423,1.26355338
1.2552669,1.17874408,1.20068014,1.26652122
1.24394476,1.18203187,1.21257317,1.26035559
1.20403922,1.18952644,1.20378494,1.24766803
1.20330465,1.18303931,1.20257533,1.24827731
1.20451975,1.18010914,1.21024871,1.25734162
1.20839989,1.18404233,1.19325924,1.23953712
1.20474207,1.18050969,1.19457686,1.23045397
1.20894611,1.17331731,1.19580984,1.21544361
1.21313584,1.17780066,1.21246743,1.23341525
1.21906316,1.17329812,1.20536375,1.25568199
1.19373906,1.1704123,1.22358239,1.27145529
1.17875421,1.1798327,1.29776943,1.25782788
1.1660378,1.18161023,1.36376655,1.27575231
1.17772901,1.17324865,1.3120811,1.26781523
1.18120694,1.17458928,1.2581439,1.28646469
1.17810106,1.17402089,1.23650384,1.29470098
1.17204034,1.16957223,1.22553647,1.28207004
1.15601003,1.14647615,1.20534623,1.28886902
1.17947352,1.13724554,1.19564199,1.28639543
1.19122708,1.17001963,1.19498742,1.27136266
1.17123604,1.17794847,1.19289541,1.26655865
1.17556822,1.165856,1.19991875,1.25641334
1.17459786,1.16469634,1.20314121,1.24981666
1.18273938,1.16100407,1.19553697,1.2652179
1.17480302,1.16140854,1.19053543,1.25496864
1.16539252,1.16391277,1.19276202,1.2536242
1.1870836,1.15818942,1.19164634,1.24391079
1.18132937,1.16267145,1.20608866,1.25598264
1.16613245,1.16236353,1.30932188,1.26575303
1.15450764,1.16647232,1.30806732,1.29848349
1.16105056,1.15776598,1.24615967,1.28796387
1.17538989,1.15942585,1.26377773,1.24357986
1.17901516,1.16177344,1.29908264,1.22121036
